DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2023-12-28 23:00:00,89.45,89.45,82.1,82.1,4.0
2024-01-03 23:00:00,83.53,83.53,83.53,83.53,3.0
2024-01-09 23:00:00,83.37,83.37,83.37,83.37,1.0
2024-01-10 23:00:00,83.71,84.31,83.71,84.31,6.0
2024-01-12 23:00:00,85.29,85.67,85.29,85.67,4.0
2024-01-15 23:00:00,84.43,85.3,81.03,82.35,19.0
2024-01-17 23:00:00,82.5,83.5,82.5,83.5,7.0
2024-01-18 23:00:00,84.25,84.25,84.25,84.25,1.0
2024-01-19 23:00:00,84.24,84.24,84.24,84.24,1.0
2024-01-24 23:00:00,84.5,84.5,84.5,84.5,1.0
2024-01-26 23:00:00,86.4,87.48,85.52,85.52,18.0
2024-01-29 23:00:00,86.92,86.93,86.92,86.93,2.0
2024-02-01 23:00:00,85.2,88.4,84.88,87.52,22.0
2024-02-02 23:00:00,84.02,84.02,83.51,83.51,2.0
2024-02-05 23:00:00,84.0,84.38,83.51,83.51,5.0
2024-02-06 23:00:00,85.02,85.02,85.02,85.02,1.0
2024-02-09 23:00:00,86.0,86.0,86.0,86.0,1.0
2024-02-12 23:00:00,85.6,85.6,85.6,85.6,2.0
2024-02-13 23:00:00,85.88,87.22,85.88,87.22,2.0
2024-02-22 23:00:00,87.0,87.0,87.0,87.0,1.0
2024-02-28 23:00:00,86.19,86.19,86.19,86.19,1.0
2024-03-01 23:00:00,87.61,87.61,87.61,87.61,1.0
2024-03-04 23:00:00,87.23,87.23,87.23,87.23,2.0
2024-03-11 23:00:00,85.84,85.84,85.84,85.84,1.0
